年,月,日,时,分,秒,近地面空气温度,冠层上方空气温度,近地面空气湿度,冠层上方空气湿度,近地面风速,冠层上方风速,风向,大气压,光合有效辐射,向下的短波辐射,向上的短波辐射,向下的长波辐射,向上的长波辐射,净辐射,一层土壤温度,二层土壤温度,一层土壤体积含水量,二层土壤体积含水量,三层土壤体积含水量,降水量
2015,1,2,9,0,0,-32.65,-31.38,72.72,75.55,0.797,0.528,56.82,92.2,2.315,0.792,4.186,189.4,187.8,-1.782,-11.16515,-10.76048,0.089 ,0.106 ,0.066 ,0
2015,1,2,9,30,0,-32.65,-31.38,72.72,75.55,0.797,0.528,56.82,92.2,2.315,0.792,4.186,189.4,187.8,-1.782,-11.18527,-10.77696,0.089 ,0.106 ,0.066 ,0
2015,1,2,10,0,0,-32.65,-31.38,72.72,75.55,0.797,0.528,56.82,92.1,2.315,0.792,4.186,189.4,187.8,-1.782,-11.2145,-10.80192,0.089 ,0.106 ,0.066 ,0
2015,1,2,10,30,0,-32.65,-31.38,72.72,75.55,0.797,0.528,56.82,92.1,2.315,0.792,4.186,189.4,187.8,-1.782,-11.2347,-10.82731,0.089 ,0.106 ,0.066 ,0
2015,1,2,11,0,0,-28.71,-28.97,74.43,76.42,1.28,1.581,148.6,92.1,194.2,274.6,4.242,276.4,208.5,338.2,-11.25474,-10.84757,0.089 ,0.106 ,0.066 ,0
2015,1,2,11,30,0,-27.75,-27.99,75.01,76.64,1.444,1.583,157.5,92,209.3,290.9,4.24,278.1,210.2,354.5,-11.27412,-10.86924,0.089 ,0.106 ,0.066 ,0
2015,1,2,12,0,0,-25.8,-26.14,74.52,76.71,1.478,1.652,166.6,91.9,226.9,307.6,4.24,283.4,215.5,371.1,-11.28633,-10.88558,0.089 ,0.106 ,0.066 ,0
2015,1,2,12,30,0,-24.33,-24.65,72.85,76.35,1.71,1.834,169.6,91.9,237,314.3,4.24,285.6,219.5,376.1,-11.29366,-10.90008,0.089 ,0.106 ,0.066 ,0
2015,1,2,13,0,0,-23.17,-23.45,68.84,75.49,1.896,1.914,164.3,91.8,238,314.3,4.239,282.5,222.5,370.1,-11.29959,-10.91397,0.089 ,0.106 ,0.066 ,0
2015,1,2,13,30,0,-22.09,-22.36,65.72,73.47,3.096,3.179,174.3,91.8,234.3,317.7,4.239,276.1,224.9,364.7,-11.30065,-10.92492,0.089 ,0.106 ,0.066 ,0
2015,1,2,14,0,0,-21.67,-22.02,65.73,71.39,3.501,3.608,180.5,91.7,223.3,338.7,4.238,267.7,227,375.1,-11.29426,-10.93424,0.089 ,0.106 ,0.066 ,0
2015,1,2,14,30,0,-21.64,-22.06,64.71,68.64,3.815,4.066,179.7,91.7,203.4,294.4,4.238,260,227,323.1,-11.28416,-10.93365,0.089 ,0.106 ,0.066 ,0
2015,1,2,15,0,0,-21.58,-21.9,64.88,67.99,4.416,4.614,179.6,91.7,170.5,210.6,4.238,256.1,227.1,235.4,-11.26961,-10.93847,0.089 ,0.106 ,0.066 ,0
2015,1,2,15,30,0,-21.7,-21.88,67.05,69.61,3.279,3.525,179,91.6,127.6,136.5,4.238,249,227.2,154,-11.25769,-10.93921,0.089 ,0.106 ,0.066 ,0
2015,1,2,16,0,0,-21.65,-21.76,67.9,70.31,2.035,2.322,179.2,91.6,61.07,56.76,49.57,237.9,227.2,17.97,-11.23997,-10.93276,0.089 ,0.106 ,0.066 ,33.3
2015,1,2,16,30,0,-21.87,-21.72,71.13,72.63,2.899,3.079,186.3,91.6,15.11,10.09,62.35,228.2,223.9,-48.02,-11.21861,-10.92715,0.089 ,0.106 ,0.066 ,0
2015,1,2,17,0,0,-22.48,-22.3,74.17,75.54,3.13,3.262,176.2,91.6,1.747,1.483,59.34,225.5,221.7,-53.98,-11.20258,-10.92089,0.089 ,0.106 ,0.066 ,0
2015,1,2,17,30,0,-23.02,-22.81,76.06,76.94,1.85,2.205,162.9,91.6,0,0,56.26,220.8,219.9,-55.27,-11.18904,-10.91165,0.089 ,0.106 ,0.066 ,0
2015,1,2,18,0,0,-23.5,-23.36,77.69,78.82,1.497,1.889,158.6,91.5,0,0,50.95,218.6,217,-49.27,-11.17273,-10.904,0.089 ,0.106 ,0.066 ,0
2015,1,2,18,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.6,0,0,50.94,216.9,216.6,-50.6,-11.15693,-10.89347,0.089 ,0.106 ,0.066 ,0
2015,1,2,19,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.5,0,0,50.94,216.9,216.6,-50.6,-11.1496,-10.89134,0.089 ,0.106 ,0.066 ,0
2015,1,2,19,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.5,0,0,50.94,216.9,216.6,-50.6,-11.13722,-10.88014,0.089 ,0.106 ,0.066 ,0
2015,1,2,20,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.5,0,0,50.94,216.9,216.6,-50.6,-11.13638,-10.87558,0.089 ,0.106 ,0.066 ,0
2015,1,2,20,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.5,0,0,50.94,216.9,216.6,-50.6,-11.12535,-10.87439,0.089 ,0.106 ,0.066 ,0
2015,1,2,21,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.5,0,0,50.94,216.9,216.6,-50.6,-11.12525,-10.86702,0.089 ,0.106 ,0.066 ,0
2015,1,2,21,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.4,0,0,50.94,216.9,216.6,-50.6,-11.12025,-10.86313,0.089 ,0.106 ,0.066 ,0
2015,1,2,22,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.4,0,0,50.94,216.9,216.6,-50.6,-11.11817,-10.86436,0.089 ,0.106 ,0.066 ,0
2015,1,2,22,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.4,0,0,50.94,216.9,216.6,-50.6,-11.12538,-10.85827,0.089 ,0.106 ,0.066 ,0
2015,1,2,23,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.4,0,0,50.94,216.9,216.6,-50.6,-11.12095,-10.85963,0.089 ,0.106 ,0.066 ,0
2015,1,2,23,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.3,0,0,50.94,216.9,216.6,-50.6,-11.12203,-10.85991,0.089 ,0.106 ,0.066 ,0
2015,1,2,24,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.3,0,0,50.94,216.9,216.6,-50.6,-11.12999,-10.86263,0.089 ,0.106 ,0.066 ,0
2015,1,3,0,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.3,0,0,50.94,216.9,216.6,-50.6,-11.13634,-10.8644,0.089 ,0.106 ,0.066 ,0
2015,1,3,1,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.3,0,0,50.94,216.9,216.6,-50.6,-11.13802,-10.86443,0.089 ,0.106 ,0.066 ,0
2015,1,3,1,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.3,0,0,50.94,216.9,216.6,-50.6,-11.14455,-10.87189,0.089 ,0.106 ,0.066 ,0
2015,1,3,2,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.2,0,0,50.94,216.9,216.6,-50.6,-11.14856,-10.87586,0.089 ,0.106 ,0.066 ,0
2015,1,3,2,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.2,0,0,50.94,216.9,216.6,-50.6,-11.15402,-10.87926,0.089 ,0.106 ,0.066 ,0
2015,1,3,3,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.1,0,0,50.94,216.9,216.6,-50.6,-11.15894,-10.8786,0.089 ,0.106 ,0.066 ,0
2015,1,3,3,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.1,0,0,50.94,216.9,216.6,-50.6,-11.16637,-10.88089,0.089 ,0.106 ,0.066 ,0
2015,1,3,4,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.1,0,0,50.94,216.9,216.6,-50.6,-11.17624,-10.88992,0.089 ,0.106 ,0.066 ,0
2015,1,3,4,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.1,0,0,50.94,216.9,216.6,-50.6,-11.1792,-10.89578,0.089 ,0.106 ,0.066 ,0
2015,1,3,5,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91.1,0,0,50.94,216.9,216.6,-50.6,-11.1818,-10.89731,0.089 ,0.106 ,0.066 ,0
2015,1,3,5,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91,0,0,50.94,216.9,216.6,-50.6,-11.19,-10.90322,0.089 ,0.106 ,0.066 ,0
2015,1,3,6,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91,0,0,50.94,216.9,216.6,-50.6,-11.19433,-10.91087,0.089 ,0.106 ,0.066 ,0
2015,1,3,6,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91,0,0,50.94,216.9,216.6,-50.6,-11.19985,-10.91255,0.089 ,0.106 ,0.066 ,0
2015,1,3,7,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91,0,0,50.94,216.9,216.6,-50.6,-11.20536,-10.91207,0.089 ,0.106 ,0.066 ,0
2015,1,3,7,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91,0,0,50.94,216.9,216.6,-50.6,-11.21159,-10.91615,0.089 ,0.106 ,0.066 ,0
2015,1,3,8,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91,0,0,50.94,216.9,216.6,-50.6,-11.21721,-10.92224,0.089 ,0.106 ,0.066 ,0
2015,1,3,8,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91,0,0,50.94,216.9,216.6,-50.6,-11.22526,-10.92965,0.089 ,0.106 ,0.066 ,0
2015,1,3,9,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91,0,0,50.94,216.9,216.6,-50.6,-11.2284,-10.93872,0.089 ,0.106 ,0.066 ,0
2015,1,3,9,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91,0,0,50.94,216.9,216.6,-50.6,-11.23172,-10.94406,0.089 ,0.106 ,0.066 ,0
2015,1,3,10,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91,0,0,50.94,216.9,216.6,-50.6,-11.23874,-10.94709,0.089 ,0.106 ,0.066 ,0
2015,1,3,10,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91,0,0,50.94,216.9,216.6,-50.6,-11.24391,-10.95316,0.089 ,0.106 ,0.066 ,0
2015,1,3,11,0,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91,0,0,50.94,216.9,216.6,-50.6,-11.24728,-10.95728,0.089 ,0.106 ,0.066 ,0
2015,1,3,11,30,0,-23.54,-23.39,78.15,79.19,1.281,1.735,163.9,91,0,0,50.94,216.9,216.6,-50.6,-11.25066,-10.96294,0.089 ,0.106 ,0.066 ,0
2015,1,3,12,0,0,-16.08,-16.22,63.02,66.15,0.895,0.865,286.7,91,279.4,359.8,82,295.1,252.6,320.3,-11.24946,-10.96629,0.089 ,0.106 ,0.066 ,0
2015,1,3,12,30,0,-14.7,-14.97,60.66,63,1.093,1.007,288.7,91,289.7,384.6,86.4,296.3,255.3,339.2,-11.2468,-10.96812,0.089 ,0.106 ,0.066 ,0
2015,1,3,13,0,0,-12.79,-13.2,59.21,61.57,1.092,1.106,204.4,91,298.1,419.3,93.2,294.7,260.8,360,-11.23973,-10.96718,0.089 ,0.106 ,0.066 ,0
2015,1,3,13,30,0,-12.32,-12.69,59.77,62.03,1.52,1.544,154.5,90.9,300.7,365.3,93.2,298.1,264.2,306,-11.22773,-10.96513,0.089 ,0.106 ,0.066 ,0
2015,1,3,14,0,0,-12.04,-12.29,61.9,64.04,1.542,1.558,149.5,90.9,294.4,309.8,95.8,299.9,266.6,247.3,-11.21186,-10.95868,0.089 ,0.106 ,0.066 ,0
2015,1,3,14,30,0,-11.36,-11.83,59.11,61.93,1.702,1.751,153.9,90.9,274,248.5,101.6,299.8,270.2,176.5,-11.20054,-10.95731,0.089 ,0.106 ,0.066 ,0
2015,1,3,15,0,0,-10.93,-11.44,56.81,59.5,1.638,1.709,161.9,91,238.8,182,101.6,298.8,271.6,107.6,-11.18121,-10.94679,0.089 ,0.106 ,0.066 ,0
2015,1,3,15,30,0,-11.04,-11.28,57.72,59.44,1.702,1.729,169.6,90.9,182.5,113.7,101.6,292.8,271.6,33.21,-11.1622,-10.93593,0.089 ,0.106 ,0.066 ,0
2015,1,3,16,0,0,-11.75,-11.97,58.51,60.22,1.933,2.158,167.5,91,94.5,48.9,97.6,279.8,267.2,-36.07,-11.14195,-10.92759,0.089 ,0.106 ,0.066 ,0
2015,1,3,16,30,0,-13.66,-13.05,59.95,62.34,2.149,2.544,170.2,91,17.95,8.31,85.3,261.7,257.5,-72.75,-11.12066,-10.91465,0.089 ,0.106 ,0.066 ,0
2015,1,3,17,0,0,-13.99,-13.67,63,63.13,1.242,1.644,145.1,91.1,2.34,0.678,84,256.8,252.5,-79.12,-11.10173,-10.90138,0.089 ,0.106 ,0.066 ,0
2015,1,3,17,30,0,-14.58,-14.48,68.35,67.33,0.643,0.835,76.39,91.1,0.002,0,76.65,252,247.8,-72.41,-11.08708,-10.89211,0.089 ,0.106 ,0.066 ,0
2015,1,3,18,0,0,-15.4,-15.15,72.83,72.58,0.787,0.712,41.22,91.1,0,0,76.26,248.5,244.3,-72.02,-11.07117,-10.87924,0.089 ,0.106 ,0.066 ,0
2015,1,3,18,30,0,-16.4,-15.55,76.95,75.1,0.859,0.817,22.77,91.2,0,0,75.2,246.4,242.1,-70.97,-11.05801,-10.86889,0.089 ,0.106 ,0.066 ,0
2015,1,3,19,0,0,-16.98,-16.21,79.54,77.42,0.333,0.552,10.08,91.2,0,0,70.14,243,238.8,-65.91,-11.04663,-10.85767,0.089 ,0.106 ,0.066 ,0
2015,1,3,19,30,0,-17.67,-16.6,82.4,79.85,0.625,0.768,42.78,91.2,0,0,68.45,241.2,236.9,-64.21,-11.03723,-10.85057,0.089 ,0.106 ,0.066 ,0
