年,月,日,时,分,秒,近地面空气温度,冠层上方空气温度,近地面空气湿度,冠层上方空气湿度,近地面风速,冠层上方风速,风向,大气压,光合有效辐射,向下的短波辐射,向上的短波辐射,向下的长波辐射,向上的长波辐射,净辐射,一层土壤温度,二层土壤温度,一层土壤体积含水量,二层土壤体积含水量,三层土壤体积含水量,降水量
2016,1,1,23,0,0,-29.91,-21.15,73.41,81.3,0.566,0.529,35.19,92.3,0.002,0,4.238,224.9,222,-1.427,-9.79371,-9.619525,0.068 ,0.085 ,0.050 ,0
2016,1,1,23,30,0,-30.14,-22.55,73.02,81.4,0.736,0.739,148.2,92.3,0.001,0,4.239,219.5,218.6,-3.349,-9.821457,-9.633554,0.068 ,0.085 ,0.050 ,0
2016,1,1,24,0,0,-30,-22.96,73.69,81.7,0.636,0.707,146.7,92.3,0.001,0,4.211,217.8,216.4,-2.784,-9.847044,-9.649356,0.068 ,0.085 ,0.050 ,0
2016,1,2,0,30,0,-30.9,-23.28,72.63,81.4,0.764,0.585,77.56,92.3,0,0,3.9,217,215.3,-2.204,-9.874675,-9.666268,0.068 ,0.085 ,0.050 ,0
2016,1,2,1,0,0,-30.92,-23.97,72.74,80.2,0.967,0.952,133.2,92.3,0,0,3.604,214.1,212.8,-2.304,-9.905599,-9.686846,0.068 ,0.085 ,0.050 ,0
2016,1,2,1,30,0,-31.65,-24.48,72.14,80.8,1.474,1.714,154,92.3,0,0,2.728,213.8,212.8,-1.639,-9.938285,-9.706936,0.068 ,0.085 ,0.050 ,0
2016,1,2,2,0,0,-31.58,-26.09,72.56,80.4,1.532,2.063,160.1,92.3,0,0,1.512,209.7,209.7,-1.512,-9.967628,-9.728736,0.068 ,0.085 ,0.050 ,0
2016,1,2,2,30,0,-32.1,-26.22,72,79.63,0.927,1.134,140.8,92.3,0,0,4.226,207.6,206.9,-3.561,-10.00108,-9.75259,0.068 ,0.085 ,0.050 ,0
2016,1,2,3,0,0,-32.27,-26.08,71.84,78.83,0.444,0.454,50.19,92.4,0,0,4.226,208.3,205.7,-1.682,-10.03378,-9.775779,0.068 ,0.085 ,0.050 ,0
2016,1,2,3,30,0,-32.47,-26.18,71.76,78.91,0.734,0.879,119.9,92.4,0,0,3.632,208.4,204.8,0,-10.06743,-9.800389,0.068 ,0.085 ,0.050 ,0
2016,1,2,4,0,0,-32.84,-26.28,71.83,78.55,0.791,0.631,20.24,92.3,0,0,4.226,208.4,204.4,-0.325,-10.1096,-9.832166,0.068 ,0.085 ,0.050 ,0
2016,1,2,4,30,0,-32.89,-26.47,71.2,77.83,0.54,0.519,29.68,92.4,0.001,0,4.241,207.6,203.6,-0.212,-10.14821,-9.863052,0.068 ,0.085 ,0.050 ,0
2016,1,2,5,0,0,-33.4,-26.91,71.26,77.63,0.773,0.845,40.72,92.3,0,0,4.241,206.4,203.4,-1.315,-10.18533,-9.89057,0.068 ,0.085 ,0.050 ,0
2016,1,2,5,30,0,-33.54,-27.12,70.81,77.33,0.703,0.761,84.7,92.3,0.001,0,4.241,204.1,201.8,-1.965,-10.22632,-9.922568,0.068 ,0.085 ,0.050 ,0
2016,1,2,6,0,0,-34.05,-27.38,70.82,77.63,0.806,0.877,92,92.4,0.001,0,3.944,201.9,201.4,-3.478,-10.26382,-9.954158,0.068 ,0.085 ,0.050 ,0
2016,1,2,6,30,0,-33.68,-27.31,71.5,77.78,0.551,0.423,0.526,92.4,0.001,0,3.958,202.7,201.2,-2.488,-10.3051,-9.987426,0.068 ,0.085 ,0.050 ,0
2016,1,2,7,0,0,-34.14,-27.85,70.25,76.97,0.626,0.576,294.6,92.4,0.003,0,4.241,201.8,199.6,-2.092,-10.34462,-10.02081,0.068 ,0.085 ,0.050 ,0
2016,1,2,7,30,0,-34.33,-27.83,70.9,77.11,0.599,0.549,9.98,92.4,0,0,4.128,201.5,198.6,-1.258,-10.38611,-10.05387,0.068 ,0.085 ,0.050 ,0
2016,1,2,8,0,0,-34.12,-27.41,70.81,77.79,0.77,0.655,25.33,92.4,0.004,0,4.185,205,200.7,0.057,-10.42602,-10.09069,0.068 ,0.085 ,0.050 ,0
2016,1,2,8,30,0,-34.31,-27.62,70.3,76.95,0.655,0.394,41.39,92.4,0.523,0.325,3.563,203.8,199.7,0.891,-10.46448,-10.12222,0.068 ,0.085 ,0.050 ,0
2016,1,2,9,0,0,-34.69,-27.76,70.13,76.99,0.908,0.771,48.23,92.4,4.401,15.41,3.139,210.2,200.9,21.64,-10.50423,-10.15716,0.068 ,0.085 ,0.050 ,0
2016,1,2,9,30,0,-33.45,-27.14,71.26,77.53,0.623,0.523,47.36,92.4,14.76,94.5,4.213,258.9,206.5,142.6,-10.54428,-10.19169,0.068 ,0.085 ,0.050 ,0
2016,1,2,10,0,0,-31.61,-26.2,72.39,77.88,0.499,0.558,82.3,92.4,32.5,137.7,4.241,284.4,216.7,201.2,-10.58077,-10.23168,0.068 ,0.085 ,0.050 ,0
2016,1,2,10,30,0,-28.56,-25.97,72.05,78.14,0.92,0.93,150.4,92.4,45.34,172.6,4.24,298.9,221.7,245.6,-10.61535,-10.25893,0.068 ,0.085 ,0.050 ,0
2016,1,2,11,0,0,-26.26,-25.3,72.36,78.25,1.023,0.972,146,92.4,100.2,177.9,4.225,296.8,223.1,247.5,-10.64585,-10.28928,0.068 ,0.085 ,0.050 ,0
2016,1,2,11,30,0,-24.8,-24.46,70.44,78.19,1.209,1.212,152.8,92.4,106.3,202.7,4.111,307.1,225.8,279.9,-10.67305,-10.32022,0.068 ,0.085 ,0.050 ,0
2016,1,2,12,0,0,-24.08,-23.75,70.46,78.28,1.444,1.415,152.5,92.4,76.98,213.6,3.489,306.8,226,290.9,-10.68934,-10.3443,0.068 ,0.085 ,0.050 ,0
2016,1,2,12,30,0,-23.1,-22.35,68.35,78.39,1.225,1.176,143.9,92.4,74.01,201.8,4.153,298.6,229.8,266.5,-10.70019,-10.36586,0.068 ,0.085 ,0.050 ,0
2016,1,2,13,0,0,-21.98,-21.84,65.81,78.31,1.409,1.366,153.1,92.3,76.36,175.1,4.167,284.5,229.8,225.7,-10.70204,-10.38094,0.068 ,0.085 ,0.050 ,0
2016,1,2,13,30,0,-20.96,-20.78,62.3,77.41,1.399,1.44,151.5,92.3,73.62,187.5,4.238,283.5,232.6,234.2,-10.70108,-10.39423,0.068 ,0.085 ,0.050 ,0
2016,1,2,14,0,0,-20.7,-19.75,61.87,75.16,1.488,1.5,154.3,92.3,61.18,183.5,4.237,277.6,237.8,219,-10.69277,-10.401,0.068 ,0.085 ,0.050 ,0
2016,1,2,14,30,0,-20.2,-19.55,60.07,68.63,1.615,1.638,163.9,92.3,69.57,160.2,4.237,272.6,240.6,187.9,-10.67676,-10.40339,0.068 ,0.085 ,0.050 ,0
2016,1,2,15,0,0,-20.74,-19.54,63.58,67.02,1.987,2.024,165.4,92.3,36.75,128.4,4.236,268.7,241.1,151.8,-10.66341,-10.39902,0.068 ,0.085 ,0.050 ,0
2016,1,2,15,30,0,-22.2,-20.08,69.05,67.41,1.663,1.783,165.2,92.3,19.73,93.9,4.237,259.2,238.4,110.5,-10.64417,-10.39289,0.068 ,0.085 ,0.050 ,0
2016,1,2,16,0,0,-22.63,-20.99,72.15,72.45,1.935,2.223,162.5,92.3,12.91,47.26,4.237,242.1,232.7,52.43,-10.63077,-10.38729,0.068 ,0.085 ,0.050 ,0
2016,1,2,16,30,0,-24.24,-21.86,74.03,76.25,1.497,1.933,161,92.3,5.573,5.735,4.237,228.8,225.1,5.198,-10.61334,-10.37889,0.068 ,0.085 ,0.050 ,0
2016,1,2,17,0,0,-26.07,-22.72,75.64,78.45,1.869,2.129,162.7,92.4,0.88,0,2.825,220.6,220.6,-2.825,-10.60117,-10.36881,0.068 ,0.085 ,0.050 ,0
2016,1,2,17,30,0,-27.46,-23.33,74.76,80.3,1.407,1.778,156.2,92.4,0.007,0,3.334,217.9,217.9,-3.334,-10.5905,-10.36006,0.068 ,0.085 ,0.050 ,0
2016,1,2,18,0,0,-28.52,-23.52,74.26,80.3,0.667,0.801,99.9,92.4,0,0,4.239,217,215.5,-2.656,-10.58736,-10.35332,0.068 ,0.085 ,0.050 ,0
2016,1,2,18,30,0,-29.18,-23.53,73.95,80.1,0.626,0.56,49.78,92.4,0,0,4.239,218,214,-0.254,-10.58565,-10.34746,0.068 ,0.085 ,0.050 ,0
2016,1,2,19,0,0,-30.36,-23.81,72.75,79.45,0.822,0.706,25.62,92.4,0,0,4.24,216.5,212.2,0,-10.59453,-10.34905,0.068 ,0.085 ,0.050 ,0
2016,1,2,19,30,0,-30.64,-24.71,73.18,79.24,0.84,1.04,94.1,92.4,0.001,0,4.24,214.9,210.9,-0.325,-10.60334,-10.35053,0.068 ,0.085 ,0.050 ,0
2016,1,2,20,0,0,-31.68,-25.73,72.24,79.69,0.855,0.881,103.8,92.4,0,0,4.24,209.5,208.7,-3.378,-10.61651,-10.35497,0.068 ,0.085 ,0.050 ,0
2016,1,2,20,30,0,-31.74,-26.01,72.38,79.7,0.62,0.609,58.55,92.4,0,0,4.24,210.5,206.4,-0.141,-10.63266,-10.36225,0.068 ,0.085 ,0.050 ,0
2016,1,2,21,0,0,-32.23,-26.33,71.93,79.55,0.878,1.054,135.7,92.4,0,0,4.24,208.8,205.4,-0.89,-10.65361,-10.37256,0.068 ,0.085 ,0.050 ,0
2016,1,2,21,30,0,-32.8,-26.75,71.85,78.8,0.712,0.772,83.9,92.4,0,0,4.198,205.2,204.7,-3.746,-10.67531,-10.38695,0.068 ,0.085 ,0.050 ,0
2016,1,2,22,0,0,-32.16,-26.81,71.81,78.2,0.454,0.395,37.6,92.4,0.003,0,0.014,204.9,204.9,0.014,-10.70098,-10.4026,0.068 ,0.085 ,0.050 ,0
2016,1,2,22,30,0,-30.93,-27.11,73.1,78.17,0.653,0.836,138.6,92.4,0.001,0,0,206.8,206.8,0,-10.72207,-10.41957,0.068 ,0.085 ,0.050 ,0
2016,1,2,23,0,0,-29.95,-27.3,73.11,79.02,1.004,1.347,152.7,92.4,0.003,0,0,206.8,206.9,-0.028,-10.7487,-10.44005,0.068 ,0.085 ,0.050 ,0
2016,1,2,23,30,0,-29.16,-27.19,73.41,79.11,1.463,1.806,159.5,92.3,0.022,0,0,206.8,209.5,-2.685,-10.76539,-10.4566,0.068 ,0.085 ,0.050 ,0
2016,1,2,24,0,0,-28.66,-27.03,73.56,78.34,1.193,1.449,147.9,92.3,0.007,0,0,206.8,208.8,-1.993,-10.77157,-10.46923,0.068 ,0.085 ,0.050 ,0
2016,1,3,0,30,0,-28.49,-27.17,73.64,77.68,0.718,0.83,66.64,92.3,0.004,0,0,206.8,208.3,-1.484,-10.77364,-10.47927,0.068 ,0.085 ,0.050 ,0
2016,1,3,1,0,0,-28.26,-27.03,74.24,77.39,0.69,0.766,111.6,92.2,0.004,0,0,206.8,210.4,-3.519,-10.77225,-10.48702,0.068 ,0.085 ,0.050 ,0
2016,1,3,1,30,0,-27.79,-27.02,74.68,77.45,0.786,0.867,118.6,92.2,0.006,0,0,206.8,211,-4.198,-10.76426,-10.49235,0.068 ,0.085 ,0.050 ,0
2016,1,3,2,0,0,-27.36,-26.89,74.78,77.55,0.993,1.092,148.2,92.2,0.006,0,0,207,211.2,-4.24,-10.75254,-10.49047,0.068 ,0.085 ,0.050 ,0
2016,1,3,2,30,0,-27.03,-26.7,74.94,77.46,0.813,0.849,90.8,92.2,0.008,0,0,208.2,212.4,-4.24,-10.73933,-10.48896,0.068 ,0.085 ,0.050 ,0
2016,1,3,3,0,0,-26.6,-26.55,75.33,77.55,0.876,0.957,131.3,92.2,0.003,0,0,209.2,213.4,-4.183,-10.72335,-10.48263,0.068 ,0.085 ,0.050 ,0
2016,1,3,3,30,0,-26.1,-26.48,75.16,77.54,0.728,0.888,143.9,92.2,0,0,0,209.6,213.6,-3.985,-10.70956,-10.47671,0.068 ,0.085 ,0.050 ,0
2016,1,3,4,0,0,-25.62,-26.24,74.56,77.69,0.54,0.742,162.5,92.1,0,0,0,209.6,213.3,-3.66,-10.68962,-10.46855,0.068 ,0.085 ,0.050 ,0
2016,1,3,4,30,0,-25.74,-25.89,75.22,77.77,0.671,0.677,173.6,92.1,0,0,0,210,213.9,-3.943,-10.66822,-10.45646,0.068 ,0.085 ,0.050 ,0
2016,1,3,5,0,0,-25.42,-25.71,74.95,77.99,0.926,1.172,176,92.1,0,0,0,211,213,-2.021,-10.64835,-10.44328,0.068 ,0.085 ,0.050 ,0
2016,1,3,5,30,0,-25.81,-25.74,75.27,77.9,1.001,1.088,147.8,92.1,0,0,0.212,209.6,209.6,-0.212,-10.62567,-10.43209,0.068 ,0.085 ,0.050 ,0
2016,1,3,6,0,0,-26.73,-25.86,74.43,78.1,1.285,1.579,175.5,92,0,0,1.894,208.8,208.8,-1.894,-10.60348,-10.41564,0.068 ,0.085 ,0.050 ,0
2016,1,3,6,30,0,-27.76,-25.96,73.97,77.92,1.048,1.345,168.4,92,0,0,1.908,206.8,206.8,-1.908,-10.57537,-10.39548,0.068 ,0.085 ,0.050 ,0
2016,1,3,7,0,0,-29.03,-26.1,73.58,77.81,0.861,1.21,160.7,92,0,0,3.619,206.7,206.6,-3.477,-10.55517,-10.38006,0.068 ,0.085 ,0.050 ,0
2016,1,3,7,30,0,-30.43,-26.23,72.7,77.69,0.746,0.995,135,92,0,0,3.265,205.6,205.4,-3.11,-10.53556,-10.36228,0.068 ,0.085 ,0.050 ,0
2016,1,3,8,0,0,-31.77,-26.42,71.69,77.58,0.819,0.993,131.7,92,0,0,3.661,205.4,204.1,-2.318,-10.52261,-10.34869,0.068 ,0.085 ,0.050 ,0
2016,1,3,8,30,0,-32.85,-26.33,71.22,78.12,1.632,2.351,172,92,0.465,0.198,0.424,207.7,205.7,1.838,-10.51778,-10.33684,0.068 ,0.085 ,0.050 ,0
2016,1,3,9,0,0,-33.86,-26.54,70.78,77.79,1.173,1.835,184,92,4.585,17.4,2.615,217.9,206.5,26.21,-10.5191,-10.33042,0.068 ,0.085 ,0.050 ,0
2016,1,3,9,30,0,-33.61,-26.35,71.02,78.04,2.473,3.166,178.1,92,14.57,66.82,2.233,248.1,209.3,103.4,-10.53215,-10.32776,0.068 ,0.085 ,0.050 ,0
2016,1,3,10,0,0,-32.72,-26.29,70.85,78.06,3.349,3.931,176.2,92,29.73,120.5,1.71,278.8,212.4,185.2,-10.55333,-10.33485,0.068 ,0.085 ,0.050 ,0
2016,1,3,10,30,0,-29.25,-26.03,74.06,77.98,3.297,3.665,172.1,92,40.93,151.8,2.94,295.3,214.5,229.6,-10.5817,-10.34214,0.068 ,0.085 ,0.050 ,0
2016,1,3,11,0,0,-25.01,-25.22,72.85,78.39,2.802,3.074,178.4,92,96.6,177.3,2.6,306.8,217.1,264.3,-10.61038,-10.3555,0.068 ,0.085 ,0.050 ,0
2016,1,3,11,30,0,-23.66,-23.75,70.54,78.89,2.659,2.781,177.5,91.9,71.24,188.2,1.328,312.8,222.9,276.7,-10.63974,-10.37111,0.068 ,0.085 ,0.050 ,0
2016,1,3,12,0,0,-23.21,-23.63,70.94,78.91,3.482,3.712,186.2,91.9,59.44,123.3,0.212,277.2,221.6,178.7,-10.66092,-10.38491,0.068 ,0.085 ,0.050 ,0
2016,1,3,12,30,0,-22.37,-22,69.52,79.47,2.925,3.046,208.8,91.8,59.4,177.8,0.551,318.6,226.5,269.3,-10.67942,-10.39995,0.068 ,0.085 ,0.050 ,0
2016,1,3,13,0,0,-21.01,-20.89,65.81,78.92,3.57,3.862,229.1,91.8,76.94,171.6,69.1,312.7,230.6,184.6,-10.68714,-10.41229,0.068 ,0.085 ,0.050 ,0
2016,1,3,13,30,0,-20.26,-20.29,64.09,78.32,3.246,3.357,199.5,91.7,63.66,168.5,96.5,297.4,233.6,135.7,-10.68941,-10.41956,0.068 ,0.085 ,0.050 ,0
2016,1,3,14,0,0,-20.1,-20.04,63.09,76.75,3.023,3.154,177.8,91.7,58.42,175.3,101.7,283.5,236.2,121,-10.67932,-10.42094,0.068 ,0.085 ,0.050 ,0
2016,1,3,14,30,0,-19.65,-18.96,63.06,73.74,2.45,2.671,222.9,91.7,42.32,205.4,101.7,274.7,240.3,138.1,-10.67281,-10.42378,0.068 ,0.085 ,0.050 ,0
2016,1,3,15,0,0,-20.66,-18.46,68.72,69.4,2.843,3.088,250.1,91.7,22.02,263.6,100,274.1,242.2,195.6,-10.65489,-10.4194,0.068 ,0.085 ,0.050 ,0
2016,1,3,15,30,0,-21.14,-18.72,71.14,68.15,2.569,2.694,201.4,91.7,20.72,111.5,96.7,256.2,239.2,31.79,-10.64237,-10.40965,0.068 ,0.085 ,0.050 ,0
2016,1,3,16,0,0,-20.94,-20.12,70.17,71.82,3.199,3.517,178.6,91.6,15.19,36.76,90.9,237.6,232.1,-48.65,-10.62846,-10.4003,0.068 ,0.085 ,0.050 ,0
2016,1,3,16,30,0,-21.7,-21.24,73.24,77.42,4.052,4.415,177.3,91.6,5.661,11.24,85.2,230.8,226.6,-69.73,-10.6125,-10.39316,0.068 ,0.085 ,0.050 ,0
2016,1,3,17,0,0,-23.85,-22.05,76.2,81.2,3.443,3.773,170.9,91.6,1.065,1.356,84.8,225.6,222.9,-80.6,-10.60231,-10.38184,0.068 ,0.085 ,0.050 ,0
2016,1,3,17,30,0,-26.3,-22.29,75.28,81.5,4.62,4.804,168.2,91.6,0.008,0,79.12,221.9,221.6,-78.83,-10.59269,-10.37123,0.068 ,0.085 ,0.050 ,0
2016,1,3,18,0,0,-26.97,-22.88,75.62,81.2,2.643,3.25,176.2,91.7,0,0,64.33,219.6,219.6,-64.33,-10.59038,-10.36648,0.068 ,0.085 ,0.050 ,0
2016,1,3,18,30,0,-26.12,-23.24,76.52,80.8,2.367,2.66,189.7,91.7,0,0,47.33,217.8,217.8,-47.29,-10.59041,-10.36114,0.068 ,0.085 ,0.050 ,0
2016,1,3,19,0,0,-25.79,-23.2,75.87,80.5,2.948,3.24,185.5,91.7,0.003,0,29.11,218.2,218.2,-29.11,-10.59705,-10.3601,0.068 ,0.085 ,0.050 ,0
2016,1,3,19,30,0,-25.96,-23.96,75.56,79.62,1.308,1.666,174.2,91.7,0.005,0,16.87,216,216,-16.87,-10.60471,-10.35827,0.068 ,0.085 ,0.050 ,0
