年,月,日,时,分,秒,近地面空气温度,冠层上方空气温度,近地面空气湿度,冠层上方空气湿度,近地面风速,冠层上方风速,风向,大气压,光合有效辐射,向下的短波辐射,向上的短波辐射,向下的长波辐射,向上的长波辐射,净辐射,一层土壤温度,二层土壤温度,一层土壤体积含水量,二层土壤体积含水量,三层土壤体积含水量,降水量
2016,1,18,3,30,0,-36.03,-33.55,68.47,72.55,0.583,0.311,11.52,92,0.001,0,4.271,182.9,182.9,-4.271,-13.57589,-13.25661,0.066 ,0.082 ,0.049 ,0
2016,1,18,4,0,0,-36.33,-33.66,68.34,72.25,0.3,0.013,33.17,92,0.001,0,4.794,182.2,182.2,-4.794,-13.57882,-13.26057,0.066 ,0.082 ,0.049 ,0
2016,1,18,4,30,0,-36.86,-34.01,68.14,72.21,0.437,0.339,43.86,92,0.001,0,4.243,180.8,180.4,-3.833,-13.57085,-13.2667,0.066 ,0.082 ,0.049 ,0
2016,1,18,5,0,0,-37.31,-34.2,68.18,72.49,0.781,0.749,35.87,91.9,0.001,0,4.243,182.1,180.4,-2.574,-13.57192,-13.26526,0.066 ,0.082 ,0.049 ,0
2016,1,18,5,30,0,-37.26,-34.31,68.21,72.3,0.546,0.755,34.3,91.9,0.005,0,4.243,180.4,180.4,-4.243,-13.56896,-13.27282,0.066 ,0.082 ,0.049 ,0
2016,1,18,6,0,0,-36.87,-34.16,68.36,71.88,0.121,0.23,356.2,91.9,0.004,0,0.693,180.8,180.8,-0.693,-13.56917,-13.2718,0.066 ,0.082 ,0.049 ,0
2016,1,18,6,30,0,-36.72,-34.15,68.16,71.66,0.383,0.459,38.87,91.9,0.001,0,0,181.6,181.6,0,-13.56329,-13.26272,0.066 ,0.082 ,0.049 ,0
2016,1,18,7,0,0,-36.75,-33.98,68.13,71.76,0.473,0.507,8.99,92,0.001,0,0.523,181.6,181.6,-0.467,-13.55879,-13.26996,0.066 ,0.082 ,0.049 ,0
2016,1,18,7,30,0,-36.71,-33.92,68.37,71.64,0.291,0.138,333,92,0,0,0.481,181.1,180.5,0.141,-13.55709,-13.26817,0.066 ,0.082 ,0.049 ,0
2016,1,18,8,0,0,-37.04,-34.11,68.01,71.71,0.362,0.388,302.2,92,0.013,0,0.085,180.7,180.4,0.184,-13.55819,-13.26566,0.066 ,0.082 ,0.049 ,0
2016,1,18,8,30,0,-37.03,-34.2,68.06,71.58,0.142,0.147,18.74,92,0.978,2.532,0,183.8,180.3,6.011,-13.55711,-13.26387,0.066 ,0.082 ,0.049 ,0
2016,1,18,9,0,0,-37.25,-34.34,67.75,71.85,0.775,0.747,39.72,92,6.419,20.8,0.042,185.3,180.4,25.61,-13.56088,-13.27017,0.066 ,0.082 ,0.049 ,0
2016,1,18,9,30,0,-36.68,-33.89,67.93,71.34,0.495,0.574,7.198,92,18.84,59.16,0.438,194.3,182.2,70.89,-13.56269,-13.27487,0.066 ,0.082 ,0.049 ,0
2016,1,18,10,0,0,-35.28,-33.29,67.61,70.9,0.21,0.234,345.6,92,37.91,139.2,0.877,209.7,186.6,161.5,-13.56049,-13.27301,0.066 ,0.082 ,0.049 ,0
2016,1,18,10,30,0,-32.7,-31.94,64.33,70.08,0.427,0.45,345.5,92,70.01,200.9,0.467,225.2,196.7,228.9,-13.55782,-13.27408,0.066 ,0.082 ,0.049 ,0
2016,1,18,11,0,0,-32,-31.15,63.15,69.65,0.596,0.512,0.43,92,55.68,139.2,0.184,219.8,198.6,160.3,-13.55654,-13.27364,0.066 ,0.082 ,0.049 ,0
2016,1,18,11,30,0,-31.25,-30.59,62.9,69.84,0.477,0.473,350.7,92,49.55,140.3,0,221.1,199.1,162.3,-13.53793,-13.27188,0.066 ,0.082 ,0.049 ,0
2016,1,18,12,0,0,-30.56,-29.17,62.07,68.68,0.45,0.297,355.4,92,64.47,173.7,0.297,227.9,202.8,198.5,-13.43918,-13.2506,0.066 ,0.082 ,0.049 ,0
2016,1,18,12,30,0,-29.18,-27.9,59.17,64.97,0.698,0.594,180.9,92,83.9,250,0.014,240.8,208.5,282.3,-13.3265,-13.20424,0.066 ,0.082 ,0.049 ,0
2016,1,18,13,0,0,-27.99,-26.82,56.76,63.65,0.743,0.683,144.2,92,75.17,199.3,0,242.3,212.7,228.9,-13.27766,-13.16752,0.066 ,0.082 ,0.049 ,0
2016,1,18,13,30,0,-27.05,-25.9,58.33,66.44,1.137,1.23,263.5,92,67.29,176.2,0,244.9,215.2,205.9,-13.29381,-13.1477,0.066 ,0.082 ,0.049 ,0
2016,1,18,14,0,0,-26.28,-24.95,59.84,68.84,1.063,1.047,251.6,92,57.97,152.4,0,242.4,217.7,177,-13.30762,-13.1374,0.066 ,0.082 ,0.049 ,0
2016,1,18,14,30,0,-25.71,-24.5,61.8,70.33,0.921,0.878,235.1,92,53.31,139.5,0.452,240.3,219.1,160.3,-13.31086,-13.12516,0.066 ,0.082 ,0.049 ,0
2016,1,18,15,0,0,-25.19,-24.02,63.62,70.46,0.682,0.67,35.81,92,47.89,128.8,1.654,242.1,220.9,148.4,-13.30514,-13.11891,0.066 ,0.082 ,0.049 ,0
2016,1,18,15,30,0,-24.82,-23.65,64.2,70.64,0.443,0.413,20.07,92,35.75,90.4,4.127,236.2,221.1,101.3,-13.29089,-13.11354,0.066 ,0.082 ,0.049 ,0
2016,1,18,16,0,0,-25.03,-23.64,65.93,69.66,0.63,0.741,335.4,92.1,23.82,58.17,4.226,231.8,219.4,66.3,-13.26888,-13.09634,0.066 ,0.082 ,0.049 ,0
2016,1,18,16,30,0,-25.71,-23.8,67.91,70.79,0.115,0.418,31.83,92.1,13.95,29.47,4.183,222.3,217,30.57,-13.24446,-13.07759,0.066 ,0.082 ,0.049 ,0
2016,1,18,17,0,0,-26.8,-24.59,69.74,73.99,0.577,0.535,331,92.1,4.215,6.162,4.084,217.5,213.2,6.317,-13.22157,-13.06379,0.066 ,0.082 ,0.049 ,0
2016,1,18,17,30,0,-28.48,-25.59,72.21,75.25,0.971,0.55,13.98,92.2,0.401,0,3.759,212.3,208.4,0.141,-13.20063,-13.03927,0.066 ,0.082 ,0.049 ,0
2016,1,18,18,0,0,-29.93,-26.19,72.67,76.1,0.851,0.739,193.7,92.2,0,0,4.07,210,205.8,0.17,-13.1786,-13.01047,0.066 ,0.082 ,0.048 ,0
2016,1,18,18,30,0,-31.04,-26.93,71.98,76.6,0.6,0.645,183.4,92.2,0,0,4.24,207.1,202.9,0,-13.15824,-12.98746,0.066 ,0.082 ,0.049 ,0
2016,1,18,19,0,0,-32.39,-26.9,71.17,77.4,0.505,0.707,321,92.3,0,0,4.241,205.7,201.4,0,-13.14346,-12.98236,0.066 ,0.082 ,0.049 ,0
2016,1,18,19,30,0,-32.99,-27.14,71.05,76.55,0.748,0.658,5.946,92.3,0,0,4.156,205.4,201.1,0.085,-13.13045,-12.9653,0.066 ,0.082 ,0.049 ,0
2016,1,18,20,0,0,-33.7,-27.36,70.5,76.39,0.847,0.608,355.2,92.3,0.001,0,3.874,204.4,200.1,0.368,-13.12411,-12.95477,0.066 ,0.082 ,0.049 ,0
2016,1,18,20,30,0,-33.9,-27.59,70.32,76.56,0.433,0.327,16.33,92.3,0,0,3.266,202.9,198.6,0.975,-13.11814,-12.93649,0.066 ,0.082 ,0.049 ,0
2016,1,18,21,0,0,-34.36,-28.04,69.73,75.81,0.678,0.764,356.2,92.4,0.001,0,3.464,202.8,198.6,0.749,-13.12452,-12.93719,0.066 ,0.082 ,0.049 ,0
2016,1,18,21,30,0,-34.66,-28.6,69.83,75.82,0.682,0.627,244.3,92.4,0,0,1.795,201.6,197.4,2.418,-13.12724,-12.92854,0.066 ,0.082 ,0.049 ,0
2016,1,18,22,0,0,-34.85,-29.23,69.36,75.95,1.466,1.628,193.7,92.4,0,0,3.435,200,196.8,-0.24,-13.13678,-12.92189,0.066 ,0.082 ,0.049 ,0
2016,1,18,22,30,0,-35.14,-30.19,69.58,75.41,0.886,1.037,143.6,92.4,0,0,3.28,195.5,194.1,-1.894,-13.14572,-12.92722,0.066 ,0.082 ,0.049 ,0
2016,1,18,23,0,0,-36,-30.35,69.18,75.12,0.661,0.699,35.18,92.4,0,0,4.213,195.4,191.2,-0.028,-13.15578,-12.92729,0.066 ,0.082 ,0.049 ,0
2016,1,18,23,30,0,-36.96,-30.33,67.89,74.59,0.534,0.617,353.9,92.4,0,0,4.143,193.5,189.3,0.099,-13.16499,-12.92905,0.066 ,0.082 ,0.049 ,0
2016,1,18,24,0,0,-37.61,-31.15,68.3,74.09,0.077,0.243,17.27,92.4,0,0,3.988,191.3,187.1,0.255,-13.17919,-12.93399,0.066 ,0.082 ,0.049 ,0
2016,1,19,0,30,0,-37.93,-31.64,68.02,73.82,0.177,0.054,13.47,92.4,0.003,0,4.158,188.6,184.3,0.085,-13.1952,-12.94113,0.066 ,0.082 ,0.049 ,0
2016,1,19,1,0,0,-38.59,-31.92,67.52,73.92,0.465,0.542,29.94,92.5,0,0,4.229,187.6,183.3,0.014,-13.21048,-12.94886,0.066 ,0.082 ,0.049 ,0
2016,1,19,1,30,0,-39.31,-32.33,67.04,73.42,0.299,0.349,36.05,92.5,0,0,3.437,187.3,183.1,0.806,-13.232,-12.95809,0.066 ,0.082 ,0.049 ,0
2016,1,19,2,0,0,-39.62,-32.8,67.07,73.35,0.096,0.334,42.6,92.5,0,0,2.249,185.1,180.8,1.994,-13.25568,-12.97229,0.066 ,0.082 ,0.049 ,0
2016,1,19,2,30,0,-40.22,-33.08,66.68,73.35,0.338,0.462,103.5,92.5,0,0,3.281,184.7,180.5,0.962,-13.28222,-12.98509,0.066 ,0.082 ,0.049 ,0
2016,1,19,3,0,0,-40.4,-33.53,66.5,72.98,0.347,0.498,95.1,92.6,0,0,3.974,183.8,179.6,0.269,-13.30916,-13.00259,0.065 ,0.081 ,0.048 ,0
2016,1,19,3,30,0,-40.52,-33.97,66.45,72.84,0.191,0.347,72.05,92.6,0,0,4.201,183.2,178.9,0.042,-13.3392,-13.01909,0.065 ,0.081 ,0.048 ,0
2016,1,19,4,0,0,-40.75,-34.1,66.28,72.88,0.627,0.483,39.93,92.6,0,0,4.243,182.5,178.3,0,-13.372,-13.0414,0.065 ,0.081 ,0.048 ,0
2016,1,19,4,30,0,-41.31,-34.26,66.03,72.6,0.738,0.547,17.34,92.6,0,0,4.244,182.4,178.1,0,-13.40033,-13.05954,0.065 ,0.081 ,0.048 ,0
2016,1,19,5,0,0,-41.66,-34.53,65.78,72.08,0.242,0.324,25.78,92.6,0.001,0,4.173,180.7,176.5,0.071,-13.43473,-13.08106,0.065 ,0.081 ,0.048 ,0
2016,1,19,5,30,0,-41.85,-34.74,65.75,71.98,0.142,0.285,4.466,92.6,0.001,0,3.381,179.7,175.5,0.863,-13.46824,-13.10485,0.065 ,0.081 ,0.048 ,0
2016,1,19,6,0,0,-41.63,-35.06,65.93,71.75,0.43,0.487,24.82,92.7,0,0,3.947,179.5,175.2,0.297,-13.50266,-13.13191,0.065 ,0.081 ,0.048 ,0
2016,1,19,6,30,0,-42.3,-35.18,65.32,71.67,0.341,0.123,359.6,92.7,0.001,0,3.296,177.7,173.5,0.948,-13.5379,-13.15464,0.065 ,0.081 ,0.048 ,0
2016,1,19,7,0,0,-41.91,-35.47,65.79,71.56,0.676,0.569,46.24,92.7,0.001,0,4.202,177.7,173.5,0.042,-13.57533,-13.1842,0.065 ,0.081 ,0.048 ,0
2016,1,19,7,30,0,-42.88,-35.61,64.82,71.42,0.659,0.626,24.63,92.7,0.001,0,3.721,177.9,173.6,0.523,-13.60958,-13.21011,0.065 ,0.081 ,0.048 ,0
2016,1,19,8,0,0,-42.85,-35.67,65.18,71.44,0.814,1.059,43.17,92.7,0.018,0,4.244,179.2,174.9,0,-13.6451,-13.2378,0.065 ,0.081 ,0.048 ,0
2016,1,19,8,30,0,-42.98,-35.73,65.16,71.24,0.694,0.634,12.11,92.8,1.158,2.504,3.961,178.7,174.5,2.787,-13.6804,-13.26536,0.065 ,0.081 ,0.048 ,0
2016,1,19,9,0,0,-43.08,-35.42,64.79,71.34,0.229,0.278,3.316,92.8,7.053,92.5,4.216,202.6,176.3,114.5,-13.71582,-13.29328,0.065 ,0.081 ,0.048 ,0
2016,1,19,9,30,0,-41.97,-34.89,65.54,71.18,0.299,0.521,53.04,92.8,21.8,182.2,4.244,228.8,185,221.7,-13.74845,-13.31902,0.065 ,0.081 ,0.048 ,0
2016,1,19,10,0,0,-39.64,-34.74,66.92,71.23,0.674,0.927,132.4,92.8,38.09,247.8,4.243,241.9,191,294.5,-13.78197,-13.34696,0.065 ,0.081 ,0.048 ,0
2016,1,19,10,30,0,-36.11,-34.28,65.77,71.89,0.999,1.054,160.8,92.8,79.68,306.4,4.243,250.7,194.4,358.5,-13.81521,-13.37689,0.065 ,0.081 ,0.048 ,0
2016,1,19,11,0,0,-34.22,-33.31,64.83,72.02,1.033,1.026,168.7,92.8,100.7,355.3,4.242,256.7,197.3,410.5,-13.84158,-13.40184,0.065 ,0.081 ,0.048 ,0
2016,1,19,11,30,0,-31.96,-31.96,61.96,71.89,1.213,1.184,153.7,92.8,170.5,393,3.888,260.3,201,448.5,-13.86867,-13.42889,0.065 ,0.081 ,0.048 ,0
2016,1,19,12,0,0,-30.78,-30.65,60.19,69.79,1.407,1.373,143.1,92.8,130.5,425.8,1.88,260.3,202.9,481.5,-13.89219,-13.452,0.065 ,0.081 ,0.048 ,0
2016,1,19,12,30,0,-29.56,-29.02,59.13,65.4,1.278,1.277,144.8,92.8,133.1,458.9,1.979,257.7,206.1,508.5,-13.9088,-13.47031,0.065 ,0.081 ,0.048 ,0
2016,1,19,13,0,0,-28.21,-27.93,56.81,63.37,1.612,1.6,144.7,92.8,118,497.2,1.173,259.7,208.8,546.9,-13.9187,-13.48915,0.065 ,0.081 ,0.048 ,0
2016,1,19,13,30,0,-27.3,-27.22,55.06,62.54,1.989,2.094,153.5,92.7,125.9,485.7,2.007,261.5,210.8,534.4,-13.92072,-13.50271,0.065 ,0.081 ,0.048 ,0
2016,1,19,14,0,0,-26.87,-26.56,54.5,60.3,2.043,2.075,169.8,92.7,85.8,417.6,4.155,256.1,213.6,455.9,-13.91472,-13.51081,0.065 ,0.081 ,0.048 ,0
2016,1,19,14,30,0,-25.97,-26,52.97,59.04,2.433,2.457,169.2,92.7,111.6,349.9,4.24,256,216,385.6,-13.90269,-13.51229,0.065 ,0.081 ,0.048 ,0
2016,1,19,15,0,0,-25.89,-25.77,53.25,60.15,2.539,2.621,157.3,92.7,83.2,276.6,4.239,251.5,217.6,306.3,-13.88723,-13.51346,0.065 ,0.081 ,0.048 ,0
2016,1,19,15,30,0,-26.52,-25.39,56.1,59.51,2.268,2.326,159.3,92.7,47.27,188.2,4.239,249,218.9,214.1,-13.86735,-13.50884,0.065 ,0.081 ,0.048 ,0
2016,1,19,16,0,0,-27.45,-25.38,59.78,58.13,2.03,2.108,169.5,92.8,18.68,96.9,4.239,241.9,218.6,116,-13.84261,-13.49617,0.065 ,0.081 ,0.048 ,0
2016,1,19,16,30,0,-28.69,-26.23,63.82,60.78,1.914,2.214,167.1,92.8,11.59,32.3,4.197,224.4,213.9,38.56,-13.81979,-13.48513,0.065 ,0.081 ,0.048 ,0
2016,1,19,17,0,0,-30.2,-27.21,68.17,64.44,2.311,2.752,162.3,92.8,4.289,3.208,4.169,209.8,205.6,3.279,-13.80084,-13.4738,0.065 ,0.081 ,0.048 ,0
2016,1,19,17,30,0,-31.57,-27.75,69.36,67.24,1.132,1.582,156.7,92.9,0.477,0,4.226,205.9,201.7,-0.014,-13.78053,-13.46095,0.065 ,0.081 ,0.048 ,0
2016,1,19,18,0,0,-33.22,-28.13,70.75,68.57,0.696,0.796,98.1,92.9,0,0,4.212,203,198.7,0.028,-13.76506,-13.44993,0.065 ,0.081 ,0.048 ,0
2016,1,19,18,30,0,-34.78,-28.63,69.72,70.07,0.881,0.724,66.03,92.9,0,0,4.241,200.5,196.3,0,-13.75501,-13.44309,0.065 ,0.081 ,0.048 ,0
2016,1,19,19,0,0,-35.66,-29.13,69.57,71.48,0.545,0.397,32.89,93,0,0,4.114,198.3,194.1,0.099,-13.7487,-13.43268,0.065 ,0.081 ,0.048 ,0
2016,1,19,19,30,0,-36.59,-29.64,69.13,73.08,0.966,0.953,46.05,93,0,0,4.227,197.2,193.2,-0.156,-13.7433,-13.42558,0.065 ,0.081 ,0.048 ,0
2016,1,19,20,0,0,-37.45,-30.24,68.22,74.34,0.61,0.678,36.19,93,0,0,4.1,193.4,191.7,-2.404,-13.74442,-13.42469,0.065 ,0.081 ,0.048 ,0
2016,1,19,20,30,0,-38.22,-30.65,67.88,75.05,0.431,0.446,330.4,93,0,0,3.676,193,188.9,0.438,-13.75233,-13.42446,0.065 ,0.081 ,0.048 ,0
2016,1,19,21,0,0,-38.46,-31.35,67.99,75.32,0.452,0.279,38.37,93,0,0,0.962,189.8,186.4,2.46,-13.75929,-13.4258,0.065 ,0.081 ,0.048 ,0
2016,1,19,21,30,0,-39.33,-32.01,67.12,75.24,0.359,0.566,150.9,93,0.001,0,0.014,187.1,185,2.093,-13.77131,-13.43165,0.065 ,0.081 ,0.048 ,0
2016,1,19,22,0,0,-39.72,-32.75,67.19,74.66,0.463,0.661,108.6,93.1,0.001,0,0.014,183.6,183.2,0.311,-13.78687,-13.43951,0.065 ,0.081 ,0.048 ,0
2016,1,19,22,30,0,-40.03,-33.63,66.94,74.21,0.669,0.517,67.07,93,0.002,0,0.057,181.2,181.2,-0.057,-13.80324,-13.4471,0.065 ,0.081 ,0.048 ,0
2016,1,19,23,0,0,-39.69,-33.85,67.04,74.17,0.668,0.759,121.1,93.1,0.003,0,0.141,181.7,180.4,1.174,-13.82587,-13.46345,0.065 ,0.081 ,0.048 ,0
2016,1,19,23,30,0,-40.77,-34.23,66.25,73.9,0.857,0.799,95.6,93.1,0.001,0,0.156,180.2,180,0.057,-13.84397,-13.47329,0.065 ,0.081 ,0.048 ,0
2016,1,19,24,0,0,-40.63,-34.35,66.54,73.55,0.522,0.585,92.5,93.1,0.001,0,0,178.4,178.3,0.099,-13.86806,-13.49033,0.065 ,0.081 ,0.048 ,0
2016,1,20,0,30,0,-41.09,-34.53,66.16,73.25,0.585,0.6,66.14,93.1,0.002,0,0,178.1,177.9,0.156,-13.88984,-13.50536,0.065 ,0.081 ,0.048 ,0
2016,1,20,1,0,0,-40.78,-34.61,66.35,73.15,0.333,0.416,67.7,93.1,0.004,0,0,177.9,177.9,0,-13.91575,-13.52285,0.065 ,0.081 ,0.048 ,0
2016,1,20,1,30,0,-40.28,-34.74,66.8,72.68,0.448,0.347,36.91,93.1,0.004,0,0,178,178,0,-13.93658,-13.5362,0.065 ,0.081 ,0.048 ,0
2016,1,20,2,0,0,-39.65,-34.8,66.77,72.22,0.162,0.207,41.65,93.1,0.007,0,0,177.9,177.9,0,-13.95885,-13.55542,0.065 ,0.081 ,0.048 ,0
2016,1,20,2,30,0,-39.93,-34.92,66.64,72.04,0.22,0.16,26.14,93.1,0.001,0,0,177.9,177.9,0,-13.98031,-13.57311,0.065 ,0.081 ,0.048 ,0
2016,1,20,3,0,0,-39.39,-35.22,66.79,72.17,0.865,1.051,134.1,93.1,0.001,0,0,177.9,177.9,0,-14.0003,-13.59242,0.064 ,0.081 ,0.048 ,0
2016,1,20,3,30,0,-39.3,-35.57,66.84,72.31,0.936,1.194,147.8,93.1,0,0,0,177.9,177.9,0,-14.01445,-13.60753,0.064 ,0.081 ,0.048 ,0
2016,1,20,4,0,0,-39.21,-35.51,67.1,71.84,0.46,0.584,94.3,93.1,0,0,0,177.9,177.9,0,-14.02868,-13.61842,0.064 ,0.081 ,0.048 ,0
2016,1,20,4,30,0,-38.39,-35.65,67.39,71.64,0.691,0.751,112.8,93.1,0,0,0,177.9,177.9,0,-14.03528,-13.63043,0.064 ,0.081 ,0.048 ,0
2016,1,20,5,0,0,-38.62,-35.67,67.14,71.47,0.614,0.509,27.17,93.1,0,0,0,177.8,177.8,0,-14.03572,-13.64212,0.064 ,0.081 ,0.048 ,0
2016,1,20,5,30,0,-38.33,-35.55,67.43,71.26,0.439,0.366,51.97,93.1,0,0,0,176.8,176.8,0,-14.04085,-13.65218,0.064 ,0.081 ,0.048 ,0
2016,1,20,6,0,0,-38.4,-35.57,67.16,71.12,0.182,0.042,6.573,93.1,0,0,0,176.2,176.2,0,-14.04702,-13.65897,0.064 ,0.081 ,0.048 ,0
2016,1,20,6,30,0,-38.47,-35.88,67.32,71.03,0.534,0.408,322.1,93.1,0,0,0,175.5,175.5,0,-14.04563,-13.65912,0.064 ,0.081 ,0.048 ,0
2016,1,20,7,0,0,-38.9,-36.02,66.65,70.93,0.188,0.221,333.8,93.1,0,0,0,175,175,0,-14.04143,-13.66666,0.064 ,0.081 ,0.048 ,0
2016,1,20,7,30,0,-39.44,-36.32,66.56,70.84,0.421,0.42,28.97,93.1,0,0,0,173.3,173.1,0.184,-14.03668,-13.66884,0.064 ,0.081 ,0.048 ,0
2016,1,20,8,0,0,-40.25,-36.45,66.22,70.83,0.384,0.346,53.13,93.1,0.018,0,0,174.1,173,1.089,-14.03485,-13.67176,0.064 ,0.081 ,0.048 ,0
2016,1,20,8,30,0,-40.77,-36.71,65.99,70.61,0.459,0.399,149.5,93.1,1.355,6.394,0,176.2,172,10.57,-14.03633,-13.67287,0.064 ,0.081 ,0.048 ,0
2016,1,20,9,0,0,-41.02,-36.61,65.8,70.63,0.455,0.286,336.9,93.1,7.44,67.61,3.409,191.8,173.3,82.6,-14.03746,-13.67541,0.064 ,0.081 ,0.048 ,0
2016,1,20,9,30,0,-40.26,-36.02,66.28,70.48,0.593,0.682,112.9,93.1,23.57,185.9,4.244,218.9,181.4,219.2,-14.04048,-13.67606,0.064 ,0.081 ,0.048 ,0
2016,1,20,10,0,0,-38.33,-35.91,66.49,70.57,0.826,0.863,143.1,93.1,42.42,259.3,4.244,230,187.1,298,-14.04767,-13.6797,0.064 ,0.081 ,0.048 ,0
2016,1,20,10,30,0,-36.04,-35.54,64.63,70.67,1.309,1.351,143.9,93.1,81.4,325.5,2.927,238.9,189.6,371.9,-14.059,-13.69006,0.064 ,0.080 ,0.048 ,0
2016,1,20,11,0,0,-34.35,-33.99,63.38,71.15,0.976,0.955,166.5,93.1,107.7,378.8,4.243,244.5,193.2,425.9,-14.07272,-13.69833,0.064 ,0.080 ,0.048 ,0
2016,1,20,11,30,0,-32.39,-32.52,58.81,70.1,1.393,1.345,155.9,93.1,174.9,419,2.319,249.2,198.3,467.6,-14.08673,-13.70871,0.064 ,0.080 ,0.048 ,0
2016,1,20,12,0,0,-31.82,-31.61,58.47,68.76,1.712,1.758,165,93.1,139.1,459.5,0.452,250.1,199.2,509.9,-14.09888,-13.71838,0.064 ,0.080 ,0.048 ,0
2016,1,20,12,30,0,-30.78,-30.82,56.82,64.9,2.056,2.138,155,93,138.1,502.5,0.113,251.3,200.4,553.3,-14.1063,-13.72464,0.064 ,0.080 ,0.048 ,0
2016,1,20,13,0,0,-29.84,-29.97,55.15,61.25,2.715,2.725,158.2,93,116.5,500.5,0.042,252.2,201.3,551.4,-14.11089,-13.73556,0.064 ,0.080 ,0.048 ,0
2016,1,20,13,30,0,-29.15,-29.22,53.5,59.77,2.971,3.022,167.1,93,129,460.3,0.269,254.2,203.4,511,-14.10954,-13.74043,0.064 ,0.080 ,0.048 ,0
2016,1,20,14,0,0,-28.7,-28.86,53.6,59.13,3.16,3.255,160.1,93,87.1,410.6,1.258,249.8,204.8,454.5,-14.103,-13.74129,0.064 ,0.080 ,0.048 ,0
2016,1,20,14,30,0,-27.84,-27.81,51.9,56.62,2.419,2.459,166,93,119.3,354.8,3.858,249.6,209,391.6,-14.09121,-13.74174,0.063 ,0.080 ,0.048 ,0
2016,1,20,15,0,0,-27.15,-27.34,50.84,55.39,3.026,3.101,175.3,93,86,284.6,3.66,245.7,211.7,314.8,-14.07408,-13.73437,0.063 ,0.080 ,0.048 ,0
2016,1,20,15,30,0,-27.4,-26.94,52.08,54.8,2.506,2.675,167.9,93,51.54,211.1,4.113,243,213,237.1,-14.05213,-13.72658,0.063 ,0.080 ,0.048 ,0
2016,1,20,16,0,0,-28.31,-27.37,55.98,56.7,3.442,3.655,175,93,19.17,134,3.915,236.7,210.6,156.3,-14.0322,-13.71187,0.064 ,0.080 ,0.048 ,0
2016,1,20,16,30,0,-29.17,-28.03,59.08,59.71,3.549,3.816,176,93,11.71,49.58,2.459,219.1,206.8,59.43,-14.01229,-13.70049,0.063 ,0.080 ,0.048 ,0
2016,1,20,17,0,0,-31.06,-28.68,63.48,62.54,3.52,3.824,171,93,4.835,6.402,0.141,204.5,200.4,10.36,-13.99188,-13.68614,0.063 ,0.080 ,0.048 ,0
2016,1,20,17,30,0,-33.3,-29.14,67.68,64.09,1.863,2.211,172.5,93,0.54,0,1.781,200.1,197.5,0.792,-13.97608,-13.67366,0.064 ,0.080 ,0.048 ,0
2016,1,20,18,0,0,-34.52,-29.61,69.52,65.59,1.196,1.319,141.1,93,0,0,3.859,198.5,194.8,-0.141,-13.96189,-13.66364,0.064 ,0.080 ,0.048 ,0
2016,1,20,18,30,0,-35.85,-30.37,69.12,67.91,0.689,0.787,122,93.1,0,0,3.987,194.7,191.6,-0.848,-13.95709,-13.65238,0.064 ,0.080 ,0.048 ,0
2016,1,20,19,0,0,-37.44,-31.11,68.51,70.29,0.726,0.753,101.8,93.1,0,0,3.209,192.6,188.6,0.848,-13.94837,-13.64479,0.064 ,0.080 ,0.048 ,0
2016,1,20,19,30,0,-38.18,-31.47,68.16,71.95,0.592,0.593,28.82,93.1,0,0,3.479,190.6,186.4,0.735,-13.95022,-13.63877,0.064 ,0.080 ,0.048 ,0
2016,1,20,20,0,0,-38.81,-31.69,67.71,72.56,0.634,0.54,36.68,93.1,0,0,3.932,189.7,185.4,0.311,-13.95113,-13.63765,0.064 ,0.080 ,0.048 ,0
2016,1,20,20,30,0,-39.56,-32.46,67.21,73.51,0.705,0.852,64.07,93.1,0,0,3.493,186.5,183.8,-0.834,-13.95761,-13.63422,0.064 ,0.080 ,0.048 ,0
2016,1,20,21,0,0,-40.1,-33.3,66.78,74.09,0.684,0.798,116.3,93.1,0,0,2.008,183.4,182.1,-0.651,-13.96769,-13.63821,0.064 ,0.080 ,0.048 ,0
2016,1,20,21,30,0,-40.45,-33.71,66.67,74.5,0.859,0.754,68.91,93.1,0,0,3.564,182.4,180.5,-1.655,-13.98236,-13.64226,0.064 ,0.080 ,0.048 ,0
2016,1,20,22,0,0,-41.09,-33.78,66.26,74.37,0.753,0.788,33.73,93.1,0.001,0,4.016,184.4,180.4,0.028,-13.99928,-13.65106,0.064 ,0.080 ,0.048 ,0
2016,1,20,22,30,0,-41.71,-34.39,65.9,72.73,0.486,0.412,9.05,93.2,0,0,2.716,180,177.9,-0.566,-14.02048,-13.66263,0.064 ,0.080 ,0.048 ,0
2016,1,20,23,0,0,-41.98,-34.56,65.93,73.5,0.409,0.595,74.19,93.2,0,0,3.084,180.9,176.7,1.117,-14.04422,-13.67754,0.064 ,0.080 ,0.048 ,0
2016,1,20,23,30,0,-41.89,-34.65,65.82,73.41,0.813,0.684,38.06,93.2,0.001,0,2.829,180.1,176.5,0.693,-14.0693,-13.6929,0.064 ,0.080 ,0.048 ,0
2016,1,20,24,0,0,-42.56,-35.24,65.35,72.42,0.531,0.69,60.82,93.2,0,0,3.805,179.3,175.5,0.042,-14.09887,-13.713,0.064 ,0.080 ,0.048 ,0
2016,1,21,0,30,0,-42.7,-35.14,65.46,72.46,0.656,0.5,5.114,93.2,0,0,1.839,179.1,174.9,2.391,-14.12381,-13.72995,0.064 ,0.080 ,0.048 ,0
